population_size,iteration_number,run_number,pcrossover,pmutation,control_optimization_horizon,control_implementation_horizon,control_optimization_anticipation,control_type,optimization_aim,flexibility_event_length_max,flexibility_recover_timespan,thermal_stabilization_timespan,minimum_flexibility,flexibility_splits,Alpha_confort,month_subset
55,95,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,95,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,95,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,95,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,95,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,95,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,95,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,95,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,95,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,95,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,100,2,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,5,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,10,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,15,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,20,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,25,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,30,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,35,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,40,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,45,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,50,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,55,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,60,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,65,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,70,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,75,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,80,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,85,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,90,4,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
