time,Elec_unit_cost_buy,Elec_unit_cost_sell,Flex_unit_cost_down_com,Flex_unit_cost_down_exec,Flex_unit_cost_up_com,Flex_unit_cost_up_exec
2019-01-02 14:15:00,0.052380001,0.052380001,0.01309500025,0.5,0.01309500025,0.5
2019-01-02 14:30:00,0.052380001,0.052380001,0.01309500025,0.5,0.01309500025,0.5
2019-01-02 14:45:00,0.052380001,0.052380001,0.01309500025,0.5,0.01309500025,0.5
2019-01-02 15:00:00,0.056009998,0.056009998,0.0140024995,0.5,0.0140024995,0.5
2019-01-02 15:15:00,0.056009998,0.056009998,0.0140024995,0.5,0.0140024995,0.5
2019-01-02 15:30:00,0.056009998,0.056009998,0.0140024995,0.5,0.0140024995,0.5
2019-01-02 15:45:00,0.056009998,0.056009998,0.0140024995,0.5,0.0140024995,0.5
2019-01-02 16:00:00,0.056950001,0.056950001,0.01423750025,0.5,0.01423750025,0.5
2019-01-02 16:15:00,0.056950001,0.056950001,0.01423750025,0.5,0.01423750025,0.5
2019-01-02 16:30:00,0.056950001,0.056950001,0.01423750025,0.5,0.01423750025,0.5
2019-01-02 16:45:00,0.056950001,0.056950001,0.01423750025,0.5,0.01423750025,0.5
2019-01-02 17:00:00,0.055389999,0.055389999,0.01384749975,0.5,0.01384749975,0.5
2019-01-02 17:15:00,0.055389999,0.055389999,0.01384749975,0.5,0.01384749975,0.5
2019-01-02 17:30:00,0.055389999,0.055389999,0.01384749975,0.5,0.01384749975,0.5
2019-01-02 17:45:00,0.055389999,0.055389999,0.01384749975,0.5,0.01384749975,0.5
2019-01-02 18:00:00,0.054900002,0.054900002,0.0137250005,0.5,0.0137250005,0.5
2019-01-02 18:15:00,0.054900002,0.054900002,0.0137250005,0.5,0.0137250005,0.5
2019-01-02 18:30:00,0.054900002,0.054900002,0.0137250005,0.5,0.0137250005,0.5
2019-01-02 18:45:00,0.054900002,0.054900002,0.0137250005,0.5,0.0137250005,0.5
2019-01-02 19:00:00,0.053860001,0.053860001,0.01346500025,0.5,0.01346500025,0.5
2019-01-02 19:15:00,0.053860001,0.053860001,0.01346500025,0.5,0.01346500025,0.5
2019-01-02 19:30:00,0.053860001,0.053860001,0.01346500025,0.5,0.01346500025,0.5
2019-01-02 19:45:00,0.053860001,0.053860001,0.01346500025,0.5,0.01346500025,0.5
2019-01-02 20:00:00,0.052709999,0.052709999,0.01317749975,0.5,0.01317749975,0.5
2019-01-02 20:15:00,0.052709999,0.052709999,0.01317749975,0.5,0.01317749975,0.5
2019-01-02 20:30:00,0.052709999,0.052709999,0.01317749975,0.5,0.01317749975,0.5
2019-01-02 20:45:00,0.052709999,0.052709999,0.01317749975,0.5,0.01317749975,0.5
2019-01-02 21:00:00,0.05209,0.05209,0.0130225,0.5,0.0130225,0.5
2019-01-02 21:15:00,0.05209,0.05209,0.0130225,0.5,0.0130225,0.5
2019-01-02 21:30:00,0.05209,0.05209,0.0130225,0.5,0.0130225,0.5
2019-01-02 21:45:00,0.05209,0.05209,0.0130225,0.5,0.0130225,0.5
2019-01-02 22:00:00,0.050759998,0.050759998,0.0126899995,0.5,0.0126899995,0.5
2019-01-02 22:15:00,0.050759998,0.050759998,0.0126899995,0.5,0.0126899995,0.5
2019-01-02 22:30:00,0.050759998,0.050759998,0.0126899995,0.5,0.0126899995,0.5
2019-01-02 22:45:00,0.050759998,0.050759998,0.0126899995,0.5,0.0126899995,0.5
2019-01-02 23:00:00,0.04291,0.04291,0.0107275,0.5,0.0107275,0.5
2019-01-02 23:15:00,0.04291,0.04291,0.0107275,0.5,0.0107275,0.5
2019-01-02 23:30:00,0.04291,0.04291,0.0107275,0.5,0.0107275,0.5
2019-01-02 23:45:00,0.04291,0.04291,0.0107275,0.5,0.0107275,0.5
2019-01-03,0.045220001,0.045220001,0.01130500025,0.5,0.01130500025,0.5
2019-01-03 00:15:00,0.045220001,0.045220001,0.01130500025,0.5,0.01130500025,0.5
2019-01-03 00:30:00,0.045220001,0.045220001,0.01130500025,0.5,0.01130500025,0.5
2019-01-03 00:45:00,0.045220001,0.045220001,0.01130500025,0.5,0.01130500025,0.5
2019-01-03 01:00:00,0.048310001,0.048310001,0.01207750025,0.5,0.01207750025,0.5
2019-01-03 01:15:00,0.048310001,0.048310001,0.01207750025,0.5,0.01207750025,0.5
2019-01-03 01:30:00,0.048310001,0.048310001,0.01207750025,0.5,0.01207750025,0.5
2019-01-03 01:45:00,0.048310001,0.048310001,0.01207750025,0.5,0.01207750025,0.5
2019-01-03 02:00:00,0.048400002,0.048400002,0.0121000005,0.5,0.0121000005,0.5
2019-01-03 02:15:00,0.048400002,0.048400002,0.0121000005,0.5,0.0121000005,0.5
2019-01-03 02:30:00,0.048400002,0.048400002,0.0121000005,0.5,0.0121000005,0.5
2019-01-03 02:45:00,0.048400002,0.048400002,0.0121000005,0.5,0.0121000005,0.5
2019-01-03 03:00:00,0.048790001,0.048790001,0.01219750025,0.5,0.01219750025,0.5
2019-01-03 03:15:00,0.048790001,0.048790001,0.01219750025,0.5,0.01219750025,0.5
2019-01-03 03:30:00,0.048790001,0.048790001,0.01219750025,0.5,0.01219750025,0.5
2019-01-03 03:45:00,0.048790001,0.048790001,0.01219750025,0.5,0.01219750025,0.5
2019-01-03 04:00:00,0.045919998,0.045919998,0.0114799995,0.5,0.0114799995,0.5
2019-01-03 04:15:00,0.045919998,0.045919998,0.0114799995,0.5,0.0114799995,0.5
2019-01-03 04:30:00,0.045919998,0.045919998,0.0114799995,0.5,0.0114799995,0.5
2019-01-03 04:45:00,0.045919998,0.045919998,0.0114799995,0.5,0.0114799995,0.5
2019-01-03 05:00:00,0.05107,0.05107,0.0127675,0.5,0.0127675,0.5
2019-01-03 05:15:00,0.05107,0.05107,0.0127675,0.5,0.0127675,0.5
2019-01-03 05:30:00,0.05107,0.05107,0.0127675,0.5,0.0127675,0.5
2019-01-03 05:45:00,0.05107,0.05107,0.0127675,0.5,0.0127675,0.5
2019-01-03 06:00:00,0.05391,0.05391,0.0134775,0.5,0.0134775,0.5
2019-01-03 06:15:00,0.05391,0.05391,0.0134775,0.5,0.0134775,0.5
2019-01-03 06:30:00,0.05391,0.05391,0.0134775,0.5,0.0134775,0.5
2019-01-03 06:45:00,0.05391,0.05391,0.0134775,0.5,0.0134775,0.5
2019-01-03 07:00:00,0.061759998,0.061759998,0.0154399995,0.5,0.0154399995,0.5
2019-01-03 07:15:00,0.061759998,0.061759998,0.0154399995,0.5,0.0154399995,0.5
2019-01-03 07:30:00,0.061759998,0.061759998,0.0154399995,0.5,0.0154399995,0.5
2019-01-03 07:45:00,0.061759998,0.061759998,0.0154399995,0.5,0.0154399995,0.5
2019-01-03 08:00:00,0.060029999,0.060029999,0.01500749975,0.5,0.01500749975,0.5
2019-01-03 08:15:00,0.060029999,0.060029999,0.01500749975,0.5,0.01500749975,0.5
2019-01-03 08:30:00,0.060029999,0.060029999,0.01500749975,0.5,0.01500749975,0.5
2019-01-03 08:45:00,0.060029999,0.060029999,0.01500749975,0.5,0.01500749975,0.5
2019-01-03 09:00:00,0.058189999,0.058189999,0.01454749975,0.5,0.01454749975,0.5
2019-01-03 09:15:00,0.058189999,0.058189999,0.01454749975,0.5,0.01454749975,0.5
2019-01-03 09:30:00,0.058189999,0.058189999,0.01454749975,0.5,0.01454749975,0.5
2019-01-03 09:45:00,0.058189999,0.058189999,0.01454749975,0.5,0.01454749975,0.5
2019-01-03 10:00:00,0.061470001,0.061470001,0.01536750025,0.5,0.01536750025,0.5
2019-01-03 10:15:00,0.061470001,0.061470001,0.01536750025,0.5,0.01536750025,0.5
2019-01-03 10:30:00,0.061470001,0.061470001,0.01536750025,0.5,0.01536750025,0.5
2019-01-03 10:45:00,0.061470001,0.061470001,0.01536750025,0.5,0.01536750025,0.5
2019-01-03 11:00:00,0.062,0.062,0.0155,0.5,0.0155,0.5
2019-01-03 11:15:00,0.062,0.062,0.0155,0.5,0.0155,0.5
